|purchaseorderid|vendorid|employeeid|subtotal  |
|724            |1,666   |261       |279.783    |
|725            |1,592   |251       |97.965     |
|726            |1,618   |253       |114.471    |
|727            |1,612   |255       |132.6465   |
|728            |1,586   |252       |43,878.45  |
|729            |1,500   |259       |418.95     |
|730            |1,656   |260       |366.345    |
|731            |1,572   |258       |461.79     |
|732            |1,562   |250       |272.4435   |
|733            |1,662   |257       |37.0755    |
|734            |1,682   |261       |21,558.075 |
|735            |1,686   |251       |800.1      |
|736            |1,684   |253       |86,220.75  |
|737            |1,534   |255       |235.9035   |
|738            |1,614   |256       |533.547    |
|739            |1,588   |259       |40,471.2   |
|740            |1,622   |260       |389.655    |
|741            |1,632   |258       |23,671.725 |
|742            |1,608   |254       |5,948.25   |
|743            |1,576   |257       |91,117.95  |
|744            |1,590   |261       |525        |
|745            |1,514   |251       |2,003.6835 |
|746            |1,498   |253       |26,455.275 |
|747            |1,674   |255       |944.37     |
|748            |1,652   |256       |51,588.075 |
|749            |1,578   |259       |62,843.55  |
|750            |1,538   |250       |37,843.575 |
|751            |1,556   |258       |25,531.275 |
|752            |1,554   |254       |234.9585   |
|753            |1,600   |259       |1,276.275  |
|754            |1,522   |260       |2,003.925  |
|755            |1,570   |258       |50,860.425 |
|756            |1,516   |254       |454.86     |
|757            |1,688   |257       |125.748    |
|758            |1,580   |261       |150.7905   |
|759            |1,496   |251       |602.028    |
|760            |1,494   |253       |8,847.3    |
|761            |1,650   |255       |171.0765   |
|762            |1,654   |256       |20,397.3   |
|763            |1,664   |259       |14,628.075 |
|764            |1,678   |260       |33,350.625 |
|765            |1,616   |250       |2,145.4335 |
|766            |1,492   |254       |234.9585   |
|767            |1,602   |257       |1,525.23   |
|768            |1,540   |261       |631.386    |
|769            |1,628   |251       |34,644.225 |
|770            |1,604   |253       |1,839.5055 |
|771            |1,690   |255       |146.286    |
|772            |1,566   |256       |102.564    |
|773            |1,698   |259       |150.7905   |
|774            |1,560   |260       |13,669.425 |
|775            |1,692   |258       |9,948.33   |
|776            |1,696   |254       |62,462.4   |
|777            |1,504   |257       |551.88     |
|778            |1,544   |261       |6,987.75   |
|779            |1,530   |251       |28,072.275 |
|780            |1,508   |253       |37,312.275 |
|781            |1,694   |255       |7,623      |
|782            |1,624   |256       |28,297.5   |
|783            |1,548   |252       |59.9445    |
|784            |1,598   |260       |240.723    |
|785            |1,658   |258       |43,878.45  |
|786            |1,536   |254       |475.3665   |
|787            |1,568   |257       |42,504     |
|788            |1,648   |261       |142.4115   |
|789            |1,646   |250       |48,030.675 |
|790            |1,672   |253       |421.155    |
|791            |1,600   |255       |1,276.275  |
|792            |1,522   |256       |2,003.925  |
|793            |1,570   |259       |50,860.425 |
|794            |1,516   |260       |454.86     |
|795            |1,506   |258       |43,878.45  |
|796            |1,626   |254       |7,132.125  |
|797            |1,542   |252       |28,343.7   |
|798            |1,610   |261       |22,516.725 |
|799            |1,638   |251       |34,644.225 |
|800            |1,582   |253       |427.9275   |
|801            |1,510   |255       |143.0415   |
|802            |1,526   |256       |28,199.325 |
|803            |1,644   |259       |3,713.325  |
|804            |1,680   |260       |43,878.45  |
|805            |1,584   |258       |9,799.65   |
|806            |1,620   |254       |5,711.475  |
|807            |1,666   |257       |814.59     |
|808            |1,592   |261       |97.965     |
|809            |1,618   |251       |114.471    |
|810            |1,612   |253       |132.6465   |
|811            |1,586   |255       |43,878.45  |
|812            |1,500   |256       |418.95     |
|813            |1,656   |259       |347.445    |
|814            |1,572   |260       |461.79     |
|815            |1,562   |258       |1,112.265  |
|816            |1,662   |254       |37.0755    |
|817            |1,682   |257       |21,558.075 |
|818            |1,686   |261       |624.2985   |
|819            |1,684   |251       |86,220.75  |
|820            |1,534   |253       |429.345    |
|821            |1,614   |252       |564.8265   |
|822            |1,588   |256       |40,471.2   |
|823            |1,622   |259       |427.455    |
|824            |1,632   |260       |38,421.075 |
|825            |1,608   |258       |5,948.25   |
|826            |1,576   |254       |91,117.95  |
|827            |1,590   |257       |525        |
|828            |1,514   |261       |2,003.6835 |
|829            |1,498   |251       |26,455.275 |
|830            |1,674   |253       |944.37     |
|831            |1,652   |255       |51,588.075 |
|832            |1,578   |252       |36,122.625 |
|833            |1,538   |259       |37,843.575 |
|834            |1,556   |260       |25,531.275 |
|835            |1,554   |258       |2,061.7065 |
|836            |1,688   |250       |125.748    |
|837            |1,506   |257       |43,878.45  |
|838            |1,626   |261       |7,132.125  |
|839            |1,542   |251       |28,343.7   |
|840            |1,610   |253       |22,516.725 |
|841            |1,580   |257       |150.7905   |
|842            |1,496   |261       |235.9035   |
|843            |1,494   |251       |8,847.3    |
|844            |1,650   |253       |171.0765   |
|845            |1,654   |255       |20,397.3   |
|846            |1,664   |256       |14,628.075 |
|847            |1,678   |259       |25,334.925 |
|848            |1,616   |260       |693.378    |
|849            |1,492   |258       |694.1655   |
|850            |1,602   |254       |1,796.0355 |
|851            |1,540   |257       |463.3965   |
|852            |1,628   |261       |34,644.225 |
|853            |1,604   |251       |1,839.5055 |
|854            |1,690   |253       |146.286    |
|855            |1,566   |255       |102.564    |
|856            |1,698   |256       |150.7905   |
|857            |1,560   |259       |13,669.425 |
|858            |1,692   |250       |16,393.23  |
|859            |1,696   |258       |39,258.45  |
|860            |1,504   |254       |551.88     |
|861            |1,544   |257       |6,987.75   |
|862            |1,530   |261       |28,072.275 |
|863            |1,508   |251       |37,312.275 |
|864            |1,694   |253       |4,215.75   |
|865            |1,624   |255       |28,297.5   |
|866            |1,548   |256       |59.9445    |
|867            |1,598   |259       |697.41     |
|868            |1,658   |260       |43,878.45  |
|869            |1,536   |250       |636.5835   |
|870            |1,568   |254       |13,929.3   |
|871            |1,648   |257       |142.4115   |
|872            |1,646   |261       |28,794.15  |
|873            |1,672   |251       |402.255    |
|874            |1,600   |253       |1,276.275  |
|875            |1,522   |255       |2,003.925  |
|876            |1,570   |256       |50,860.425 |
|877            |1,516   |259       |454.86     |
|878            |1,506   |260       |43,878.45  |
|879            |1,626   |258       |7,132.125  |
|880            |1,542   |254       |28,343.7   |
|881            |1,610   |257       |22,516.725 |
|882            |1,638   |261       |34,644.225 |
|883            |1,582   |251       |409.0275   |
|884            |1,510   |253       |143.0415   |
|885            |1,526   |255       |28,199.325 |
|886            |1,644   |256       |3,713.325  |
|887            |1,680   |252       |19,952.625 |
|888            |1,584   |260       |16,340.31  |
|889            |1,620   |258       |5,711.475  |
|890            |1,666   |254       |378.945    |
|891            |1,592   |257       |97.965     |
|892            |1,618   |261       |114.471    |
|893            |1,612   |250       |132.6465   |
|894            |1,586   |253       |43,878.45  |
|895            |1,500   |255       |418.95     |
|896            |1,656   |256       |564.1965   |
|897            |1,572   |259       |461.79     |
|898            |1,562   |260       |630.378    |
|899            |1,662   |258       |37.0755    |
|900            |1,682   |254       |21,558.075 |
|901            |1,686   |252       |450.1665   |
|902            |1,684   |261       |41,048.7   |
|903            |1,534   |251       |410.445    |
