|subcategory    |product                |orderqty|unitprice|
|Jerseys          |Long-Sleeve Logo Jersey, L     |100     |38.49    |
|Jerseys          |Long-Sleeve Logo Jersey, XL    |750     |38.75    |
|Shorts           |Men's Sports Shorts, S         |300     |24.75    |
|Panniers         |Touring-Panniers, Large        |225     |51.56    |
|Locks            |Cable Lock                     |75      |10.31    |
|Pumps            |Minipump                       |300     |8.25     |
|Pumps            |Mountain Pump                  |250     |10.3     |
|Lights           |Taillights - Battery-Powered   |175     |5.77     |
|Lights           |Headlights - Dual-Beam         |150     |4.43     |
|Lights           |Headlights - Weatherproof      |150     |18.56    |
|Shorts           |Men's Sports Shorts, M         |5,000   |24.75    |
|Shorts           |Men's Sports Shorts, L         |5,000   |24.75    |
|Shorts           |Men's Sports Shorts, XL        |5,000   |24.75    |
|Tights           |Women's Tights, S              |750     |30.94    |
|Tights           |Women's Tights, M              |750     |30.94    |
|Tights           |Women's Tights, L              |750     |30.94    |
|Bib-Shorts       |Men's Bib-Shorts, S            |1,050   |37.1     |
|Bib-Shorts       |Men's Bib-Shorts, M            |1,000   |37.1     |
|Bib-Shorts       |Men's Bib-Shorts, L            |1,000   |37.1     |
|Gloves           |Half-Finger Gloves, S          |700     |9.15     |
|Gloves           |Half-Finger Gloves, M          |700     |9.15     |
|Gloves           |Half-Finger Gloves, L          |700     |9.15     |
|Gloves           |Full-Finger Gloves, S          |900     |15.67    |
|Gloves           |Full-Finger Gloves, M          |900     |15.67    |
|Gloves           |Full-Finger Gloves, L          |900     |15.67    |
|Vests            |Classic Vest, S                |1,250   |23.75    |
|Vests            |Classic Vest, M                |1,250   |23.75    |
|Vests            |Classic Vest, L                |1,250   |23.75    |
|Vests            |Classic Vest, M                |1,250   |23.75    |
|Vests            |Classic Vest, L                |1,250   |23.75    |
|Shorts           |Women's Mountain Shorts, S     |2,000   |26.18    |
|Shorts           |Women's Mountain Shorts, M     |2,000   |26.18    |
|Vests            |Classic Vest, M                |1,250   |23.75    |
|Shorts           |Women's Mountain Shorts, L     |2,000   |26.18    |
|Bottles and Cages|Water Bottle - 30 oz.          |1,500   |1.87     |
|Bottles and Cages|Mountain Bottle Cage           |500     |3.74     |
|Bottles and Cages|Road Bottle Cage               |1,000   |3.36     |
|Tires and Tubes  |Patch Kit/8 Patches            |8,000   |0.86     |
|Socks            |Racing Socks, M                |8,000   |2.36     |
|Socks            |Racing Socks, L                |8,000   |2.36     |
|Bike Racks       |Hitch Rack - 4-Bike            |250     |33.88    |
|Cleaners         |Bike Wash - Dissolver          |150     |2.97     |
|Fenders          |Fender Set - Mountain          |150     |8.22     |
|Bike Stands      |All-Purpose Bike Stand         |400     |59.46    |
|Hydration Packs  |Hydration Pack - 70 oz.        |1,000   |20.56    |
|Jerseys          |Short-Sleeve Classic Jersey, S |6,000   |41.57    |
|Jerseys          |Short-Sleeve Classic Jersey, M |6,000   |41.57    |
|Jerseys          |Short-Sleeve Classic Jersey, L |6,000   |41.57    |
|Jerseys          |Short-Sleeve Classic Jersey, XL|6,000   |41.57    |
